DateTime,Open,High,Low,Close,Volume
2020-12-15,13.43975,13.464,13.18675,13.3605,193016000
2020-12-16,13.4225,13.43725,13.2125,13.2425,223116000
2020-12-17,13.36675,13.3795,13.1785,13.34125,231384000
2020-12-18,13.379,13.405,13.0705,13.272,342064000
2020-12-21,13.07475,13.37,12.9675,13.33225,302332000
2020-12-22,13.31925,13.33725,13.054,13.27825,185580000
2020-12-23,13.256,13.275,13.0050001,13.0092497,179144000
2020-12-24,13.03725,13.1325,12.93875,12.99375,97884000
2020-12-28,13.0625,13.0625,12.76325,12.9,212564000
2020-12-29,12.925,13.0725,12.84225,12.94325,170372000
2020-12-30,12.99025,13.21375,12.89675,13.14575,225396000
2020-12-31,13.1365,13.151,12.915,13.055,192424000
2021-01-04,13.10425,13.6525,12.9625,13.1135,560640000
2021-01-05,13.09975,13.4435,13.087,13.40475,322760000
2021-01-06,13.2225,13.245,12.586,12.6145,580424000
2021-01-07,12.9675,13.37775,12.8865,13.344,461480000
2021-01-08,13.3625,13.421,13.042,13.27675,292528000
2021-01-11,13.41875,13.961,13.3625,13.6215,518344000
2021-01-12,13.7525,13.7545,13.345,13.48475,291476000
2021-01-13,13.49,13.625,13.385,13.53175,210028000
2021-01-14,13.575,13.59975,13.1805,13.20025,283120000
2021-01-15,13.228,13.32525,12.8485,12.8595,277780000
2021-01-19,13.01625,13.094,12.844,13.02525,226188000
2021-01-20,13.11175,13.4305,13.05675,13.36575,258572000
2021-01-21,13.4185,13.99925,13.253,13.8675,337780000
2021-01-22,13.74,13.84175,13.62725,13.7125,246820000
2021-01-25,13.78175,13.8285,13.2365,13.65325,251112000
2021-01-26,13.5805,13.64475,13.3875,13.43525,163980000
2021-01-27,13.23,13.23275,12.79375,12.91775,371272000
2021-01-28,12.99625,13.33975,12.9605,13.051,228316000
2021-01-29,13.075,13.33475,12.9115,12.98975,271552000
2021-02-01,13.05325,13.27075,12.90275,13.237,217204000
2021-02-02,13.39875,13.572,13.2855,13.55675,220440000
2021-02-03,13.636,13.93175,13.5165,13.5305,245408000
2021-02-04,13.531,13.6735,13.33775,13.66425,201340000
2021-02-05,13.725,13.73725,13.54575,13.591,169152000
2021-02-08,13.72725,14.47375,13.72725,14.43875,434624000
2021-02-09,14.34075,14.58325,14.2225,14.26325,287560000
2021-02-10,14.46325,14.905,14.3415,14.76425,485352000
2021-02-11,14.98025,15.27225,14.925,15.25075,450828000
2021-02-12,15.05,15.29125,14.775,14.96125,374756000
2021-02-16,15.06425,15.3725,14.95,15.33025,321960000
2021-02-17,15.171,15.2235,14.78,14.906,274756000
2021-02-18,14.729,14.87325,14.575,14.829,233868000
2021-02-19,15.0245,15.177,14.84675,14.9265,271724000
2021-02-22,14.77475,15.13325,14.325,14.35575,325884000
2021-02-23,14.07525,14.23875,13.3895,14.142,391780000
2021-02-24,14.12275,14.50675,13.756,14.499,448320000
2021-02-25,14.0455,14.37475,13.21625,13.3075,824436000
2021-02-26,13.7525,13.8545,13.361,13.7145,500932000
2021-03-01,13.875,13.925,13.55325,13.84175,353184000
2021-03-02,13.9,13.9205,13.396,13.40625,264116000
2021-03-03,13.42625,13.4515,12.79875,12.80475,377592000
2021-03-04,12.80075,12.975,12.08375,12.37025,573344000
2021-03-05,12.55,12.55,11.67925,12.4615,542840000
2021-03-08,12.45,12.47125,11.5665,11.59325,543112000
2021-03-09,12.13025,12.61675,12.05925,12.52025,521824000
2021-03-10,12.8405,12.98,12.4575,12.46825,384376000
2021-03-11,12.95,13.04625,12.7345,12.9935,299916000
2021-03-12,12.64825,12.88875,12.59,12.856,243964000
2021-03-15,12.86475,13.20675,12.76725,13.19125,221988000
2021-03-16,13.3565,13.5125,13.11675,13.29125,272128000
2021-03-17,13.03975,13.45325,12.9895,13.34125,243864000
2021-03-18,13.1365,13.184,12.717,12.7225,293896000
2021-03-19,12.75,12.9215,12.6125,12.84575,299208000
2021-03-22,12.91275,13.3945,12.90675,13.18625,297804000
2021-03-23,13.25425,13.3445,13.02125,13.07075,222048000
2021-03-24,13.15125,13.15925,12.63675,12.643,245840000
2021-03-25,12.4995,12.71475,12.272,12.53525,295144000
2021-03-26,12.5545,12.85625,12.3735,12.83925,363968000
2021-03-29,12.82025,13.0625,12.7,12.94825,273520000
2021-03-30,12.842,12.97525,12.705,12.87175,200204000
2021-03-31,13.0155,13.4705,12.9825,13.34825,314776000
2021-04-01,13.57225,13.87,13.51125,13.81175,308276000
2021-04-05,13.8675,14.014,13.733,13.9875,255672000
2021-04-06,13.99975,14.05425,13.7735,13.8615,191744000
2021-04-07,13.88075,14.2435,13.7115,14.1435,251284000
2021-04-08,14.25275,14.4715,14.249,14.317,244416000
2021-04-09,14.214,14.408,14.175,14.4,195172000
2021-04-12,14.28975,15.3525,14.13925,15.209,869324000
2021-04-13,15.2315,15.7,15.12575,15.6795,676212000
2021-04-14,15.625,15.7205,15.2275,15.277,385500000
2021-04-15,15.6625,16.21425,15.6315,16.13725,598480000
2021-04-16,16.052999,16.16575,15.86525,15.9125,335208000
2021-04-19,15.5365,15.8075,15.233,15.36175,404420000
2021-04-20,15.32325,15.497,14.963,15.17125,334132000
2021-04-21,15.11875,15.3625,15.10225,15.3605,216776000
2021-04-22,15.375,15.4385,14.7835,14.85025,277788000
2021-04-23,14.93425,15.335,14.90025,15.26525,227500000
2021-04-26,15.185,15.479,15.125,15.478,197796000
2021-04-27,15.5785,15.6705,15.3545,15.38175,164572000
2021-04-28,15.3645,15.53225,15.2155,15.27675,209416000
2021-04-29,15.4,15.4365,15.0715,15.32475,173196000
2021-04-30,15.1745,15.365,14.997,15.0094995,201912000
2021-05-03,15.125,15.24675,14.7875,14.83675,203912000
2021-05-04,14.63725,14.6375,14.01025,14.35125,405324000
2021-05-05,14.709,14.8135,14.3875,14.4585,292024000
2021-05-06,14.49525,14.57125,14.218,14.523,193380000
2021-05-07,14.80825,14.97075,14.67175,14.81225,229328000
2021-05-10,14.78725,14.806,14.25,14.26575,268904000
2021-05-11,13.825,14.35475,13.75,14.30625,285584000
2021-05-12,14.0094995,14.26025,13.70925,13.7585,303408000
2021-05-13,14.03375,14.08075,13.459,13.66525,285404000
2021-05-14,13.89,14.328,13.7485,14.243,258616000
2021-05-17,14.157,14.16925,13.8535,14.1655,216980000
2021-05-18,14.267,14.40425,14.0039997,14.01575,186256000
2021-05-19,13.5665,14.0795,13.54325,14.06575,344000000
2021-05-20,14.3025,14.68375,14.2705,14.6125,321592000
2021-05-21,15.16375,15.222,14.8695,14.99175,672992000
2021-05-24,15.2125,15.745,15.176,15.612,554816000
2021-05-25,15.766,15.8185,15.4825,15.64775,435408000
2021-05-26,15.73425,15.79375,15.58625,15.7,370440000
2021-05-27,15.69975,15.75,15.46,15.488,581476000
2021-05-28,15.501,16.2775,15.501,16.2445,644536000
2021-06-01,16.27,16.38825,15.90325,16.2645,472804000
2021-06-02,16.25225,16.91875,16.2355,16.77825,594168000
2021-06-03,16.70075,17.259,16.583,16.96975,580008000
2021-06-04,17.1125,17.661,17.095501,17.57825,617120000
2021-06-07,17.57125,17.8125,17.19275,17.619,575756000
2021-06-08,17.52725,17.6215,17.251,17.457,323848000
2021-06-09,17.51575,17.575,17.25575,17.35825,381656000
2021-06-10,17.35,17.492,17.176,17.425,287772000
2021-06-11,17.4795,17.93925,17.44375,17.82525,416308000
2021-06-14,17.906,18.039499,17.66275,18.018749,321376000
2021-06-15,17.915,18.016251,17.728,17.7885,243032000
2021-06-16,17.79075,17.95475,17.5845,17.81025,307124000
2021-06-17,17.7745,18.835,17.75625,18.65725,809656000
2021-06-18,18.784,19.375,18.584,18.63875,968856000
2021-06-21,18.43525,18.5365,17.82275,18.42725,672384000
2021-06-22,18.4715,18.96375,18.386,18.88675,580144000
2021-06-23,19.0077496,19.15275,18.90775,19.057249,332356000
2021-06-24,19.22775,19.42,19.088249,19.2055,320924000
2021-06-25,19.2805,19.3455,18.8945,19.031,278364000
2021-06-28,19.36125,20.078751,19.319,19.985,495436000
2021-06-29,19.8825,20.098749,19.657,20.026751,367632000
2021-06-30,19.99925,20.1625,19.86375,20.0025005,326568000
2021-07-01,20.125,20.456,20.018999,20.212,480136000
2021-07-02,20.44025,20.50525,20.28775,20.487,342764000
2021-07-06,20.7375,20.842,20.35025,20.6985,446708000
2021-07-07,20.8535,20.875,20.332,20.37175,418428000
2021-07-08,19.8565,20.133,19.70075,19.90275,503300000
2021-07-09,19.9625,20.08025,19.75425,20.050249,296624000
2021-07-12,20.24,20.53275,20.18775,20.5125,321984000
2021-07-13,20.4005,20.46125,20.114,20.25,290708000
2021-07-14,20.35775,20.41775,19.75275,19.8415,380100000
2021-07-15,19.81175,19.847,18.8585,18.96625,550564000
2021-07-16,19.0305,19.157,18.073,18.161,688224000
2021-07-19,17.91525,19.042,17.8655,18.77975,749060000
2021-07-20,18.73,18.838,18.164,18.612,434687000
2021-07-21,18.882,19.527,18.742,19.41,371017000
2021-07-22,19.642,19.887,19.276,19.594,323826000
2021-07-23,19.656,19.7,19.25,19.558,195672000
2021-07-26,19.311,19.442,18.914,19.294,203943000
2021-07-27,19.265,19.622,18.741,19.208,248863000
2021-07-28,19.319,19.646,18.995,19.503,202191000
2021-07-29,19.519,19.853,19.328,19.662,190781000
2021-07-30,19.418,19.63,19.263,19.499,183497000
2021-08-02,19.7,19.961,19.361,19.75,217444000
2021-08-03,19.74,20.222,19.22,19.815,301811000
2021-08-04,19.99,20.318,19.828,20.274,231309000
2021-08-05,20.5,20.733,20.342,20.637,211435000
2021-08-06,20.524,20.57,20.21,20.366,178497000
2021-08-09,20.446,20.508,20.143,20.295,146443000
2021-08-10,20.322,20.43,19.835,19.936,179238000
2021-08-11,20.042999,20.049,19.43,19.699,185925000
2021-08-12,19.87,20.028999,19.62,19.905,151652000
2021-08-13,19.905,20.214,19.851,20.188,183063000
2021-08-16,20.135,20.287,19.453,19.95,210876000
2021-08-17,19.685,19.77,19.267,19.458,204585000
2021-08-18,19.5,19.634,19.0,19.040001,285913000
2021-08-19,19.494,20.495,18.762,19.798,766555000
2021-08-20,19.991,20.865,19.933,20.816,675741000
2021-08-23,20.971,21.997,20.95,21.958,575807000
2021-08-24,21.753,21.959,21.535,21.793,297299000
2021-08-25,21.737,22.47,21.722,22.213,347701000
2021-08-26,22.2,22.34,21.79,22.068001,237940000
2021-08-27,22.184,22.722,22.167,22.636,304722000
2021-08-30,22.83,23.042999,22.551,22.688,262580000
2021-08-31,22.695,22.695,22.12,22.385,259850000
2021-09-01,22.485,22.697,22.357,22.441,201767000
2021-09-02,22.518,22.593,22.295,22.396,187834000
2021-09-03,22.325,22.986,22.2,22.843,280532000
2021-09-07,22.833,22.899,22.522,22.662,198107000
2021-09-08,22.513,22.61,21.977,22.339,254434000
2021-09-09,22.312,22.538,22.131,22.177,196856000
2021-09-10,22.348,22.626,22.27,22.478,248376000
2021-09-13,22.684,22.964,21.858,22.152,297500000
2021-09-14,22.275,22.41,22.086,22.242,199755000
2021-09-15,22.309,22.367,21.966,22.341,166538000
2021-09-16,22.183,22.277,21.927,22.242,156033000
2021-09-17,22.3,22.321,21.83,21.9,294503000
2021-09-20,21.146,21.433,20.662,21.113,349440000
2021-09-21,21.417,21.425,20.95,21.246,204688000
2021-09-22,21.366,21.96,21.196,21.941,268726000
2021-09-23,22.14,22.535,21.89,22.482,248555000
2021-09-24,22.07,22.149,21.861,22.080999,217655000
2021-09-27,21.71,21.799,21.325,21.66,245215000
2021-09-28,21.214,21.419,20.651,20.699,343069000
2021-09-29,20.94,21.017,20.467,20.517,218394000
2021-09-30,20.768,21.066,20.688,20.716,221009000
2021-10-01,20.75,20.859,20.203,20.742,240978000
2021-10-04,20.504,20.542,19.555,19.732,345635000
2021-10-05,19.95,20.648,19.854,20.451,279282000
2021-10-06,20.12,20.72,20.08,20.7,297202000
2021-10-07,21.091999,21.322,20.972,21.075001,256919000
2021-10-08,21.101,21.206,20.775,20.831,151258000
2021-10-11,20.575,21.063,20.511,20.695,163388000
2021-10-12,20.828,21.056999,20.528,20.671,162134000
2021-10-13,20.918,20.99,20.713,20.939,180652000
2021-10-14,21.288,21.755,21.122,21.746,243589000
2021-10-15,21.81,21.931,21.662,21.862,226994000
2021-10-18,21.749,22.291,21.644,22.222,189494000
2021-10-19,22.276,22.379,22.037001,22.29,161473000
2021-10-20,22.305,22.433,21.982,22.103,146276000
2021-10-21,22.097,22.711,22.083,22.692,187590000
2021-10-22,22.823,23.13,22.561,22.726,249384000
2021-10-25,22.973,23.355,22.77,23.166,230235000
2021-10-26,23.989,25.259,23.924,24.717,485898000
2021-10-27,24.474,25.09,24.282,24.451,245990000
2021-10-28,24.878,24.95,24.523,24.941,234204000
2021-10-29,25.00099945,25.709,25.0,25.567,292503000
2021-11-01,25.649,25.894,25.227,25.827,265740000
2021-11-02,25.822,26.678,25.8,26.401,294112000
2021-11-03,26.67,26.784,26.235,26.598,239910000
2021-11-04,27.229,31.365,27.118,29.801,1153631000
2021-11-05,30.187,31.4,29.41,29.752,851260000
2021-11-08,30.149,31.1,29.907,30.804,503101000
2021-11-09,32.282,32.31,29.964,30.657,646746000
2021-11-10,29.356,30.85,28.778,29.459,636206000
2021-11-11,30.468,30.59,29.777,30.39,332172000
2021-11-12,30.01,30.68,29.63,30.39,413054000
2021-11-15,30.552,30.644,29.247,30.025,384909000
2021-11-16,29.759,30.39,29.706,30.203,264484000
2021-11-17,30.418,30.509,28.8,29.261,428508000
2021-11-18,32.367,32.76,31.321,31.675,781711000
2021-11-19,32.243,33.088001,31.905,32.985,533867000
2021-11-22,33.517,34.647,31.9,31.956,754335000
2021-11-23,31.535,32.36,30.88,31.746,532163000
2021-11-24,31.461,32.855,30.928,32.674,435162000
2021-11-26,32.6,32.71,31.35,31.503,283069000
2021-11-29,32.366,33.412,32.035999,33.376,454964000
2021-11-30,33.169,33.353,31.864,32.676,622066000
2021-12-01,33.219,33.289,31.38,31.435,484368000
2021-12-02,31.214,32.478,31.025,32.126,472890000
2021-12-03,32.0,32.129,30.13,30.693,544325000
2021-12-06,29.88,30.241,28.038,30.037001,658938000
2021-12-07,30.957,32.449,30.651,32.427,593053000
2021-12-08,31.999,32.29,31.421,31.826,475551000
2021-12-09,31.734,32.205,30.428,30.49,488507000
2021-12-10,31.15,31.305,29.861,30.198,488825000
2021-12-13,30.249,30.294,28.116,28.161,598344000
2021-12-14,27.699,28.678,27.25,28.337,667035000
2021-12-15,28.4,30.5,27.838,30.459,698297000
2021-12-16,31.152,31.16,28.093,28.387,707366000
2021-12-17,27.985,28.922,27.76,27.801,713758000
2021-12-20,27.305,28.144,27.145,27.719,461847000
2021-12-21,28.374,29.12,27.401,29.075001,524385000
2021-12-22,28.891,29.555,28.449,29.4,395184000
2021-12-23,29.755,30.059,29.431,29.64,343022000
2021-12-27,29.66,31.087,29.64,30.945,403686000
2021-12-28,31.312,31.33,30.011999,30.322,420591000
2021-12-29,30.273,30.548,29.366,30.00099945,343139000
2021-12-30,29.827,30.457,29.54,29.586,308864000
2021-12-31,29.674,30.030001,29.331,29.411,266530000
2022-01-03,29.815,30.711,29.785,30.121,391547000
2022-01-04,30.277,30.468,28.349,29.29,527154000
2022-01-05,28.949,29.416,27.533,27.604,498064000
2022-01-06,27.64,28.438,27.065001,28.178,454186000
2022-01-07,28.141,28.422,27.056999,27.247,409939000
2022-01-10,26.581,27.469,25.644,27.4,594681000
2022-01-11,27.323,28.065001,26.839,27.817,404089000
2022-01-12,28.066999,28.595,27.608,27.999,383413000
2022-01-13,28.379,28.48,26.498,26.575,540171000
2022-01-14,26.3,27.197,26.21,26.942,395832000
2022-01-18,26.26,26.638,25.77,25.903,424270000
2022-01-19,26.079,26.543,25.052,25.066999,488315000
2022-01-20,25.304,25.579,24.077999,24.15,435181000
2022-01-21,23.507,24.823,23.263,23.374,718958000
2022-01-24,22.33,23.38,20.888,23.372,913982000
2022-01-25,22.546,22.943,22.0,22.324,664616000
2022-01-26,23.24,24.056999,22.3,22.772,755959000
2022-01-27,23.568,23.995,21.675,21.944,573353000
2022-01-28,22.011999,22.858,21.296,22.84,543774000
2022-01-31,23.182,24.509,23.052,24.486,564680000
2022-02-01,25.104,25.145,23.89,24.638,518925000
2022-02-02,25.794,25.817,24.553,25.242,543419000
2022-02-03,24.458,25.077,23.78,23.948,410178000
2022-02-04,23.972,24.635,23.632,24.319,354829000
2022-02-07,24.372,25.182,24.202,24.728,376868000
2022-02-08,24.359,25.23,23.98,25.108,410359000
2022-02-09,25.622,26.725,25.353,26.705,524282000
2022-02-10,25.995,26.925,25.6,25.824,513200000
2022-02-11,25.916,26.152,23.773,23.949,605472000
2022-02-14,23.934,24.875,23.755,24.267,440424000
2022-02-15,24.949,26.545,24.784,26.495,699869000
2022-02-16,26.259,26.582,25.552,26.511,732676000
2022-02-17,25.63,25.785,24.165,24.507,810595000
2022-02-18,24.668,24.986,23.1,23.642,761255000
2022-02-22,23.035,24.063999,23.0,23.39,633422000
2022-02-23,23.802,24.155,22.301,22.387,566511000
2022-02-24,21.014999,23.8,20.89,23.748,735801000
2022-02-25,23.721,24.217,23.381,24.157,528866000
2022-02-28,23.992,24.665,23.707,24.385,477319000
2022-03-01,24.291,24.377,23.132,23.477,412056000
2022-03-02,23.756,24.409,23.415,24.22,389642000
2022-03-03,24.262,24.326,23.469,23.714,365095000
2022-03-04,23.384,23.68,22.482,22.936,431415000
2022-03-07,22.817,23.033001,21.33,21.352,450821000
2022-03-08,21.309,22.373,20.65,21.514,557467000
2022-03-09,22.387,23.22,22.247,23.014,492742000
2022-03-10,22.531,22.788,21.882,22.658,428066000
2022-03-11,23.021999,23.145,22.046,22.1,367209000
2022-03-14,21.869,22.262,21.159,21.33,385354000
2022-03-15,21.518,23.038,21.322,22.973,491996000
2022-03-16,23.5,24.597,23.172,24.496,671422000
2022-03-17,24.12,24.842,23.906,24.766,471941000
2022-03-18,24.799,26.569,24.624,26.453,730719000
2022-03-21,26.507,27.152,25.967,26.734,591727000
2022-03-22,26.727,27.238,26.072001,26.524,547007000
2022-03-23,26.126,26.612,25.575,25.634,502120000
2022-03-24,26.166,28.32,25.907,28.15,877379000
2022-03-25,27.886,28.358,27.271,27.692,579016000
2022-03-28,27.756,28.25,27.206,28.219,425494000
2022-03-29,28.695,28.946,27.98,28.656,488984000
2022-03-30,28.304,28.496,27.503,27.69,463487000
2022-03-31,27.782,28.248,27.27,27.286,523440000
2022-04-01,27.375,27.496,26.267,26.712,517235000
2022-04-04,26.728,27.558,26.613,27.36,397120000
2022-04-05,27.254,27.319,25.82,25.931,436615000
2022-04-06,24.934,25.3,24.0030003,24.407,703833000
2022-04-07,24.441,24.722,23.478,24.208,557992000
2022-04-08,23.917,23.923,23.062,23.119,524781000
2022-04-11,22.214,22.32,21.66,21.917,575207000
2022-04-12,22.537,22.725,21.282,21.504,662258000
2022-04-13,21.728,22.5,21.455,22.203,516943000
2022-04-14,22.505,22.777,21.163,21.258,569097000
2022-04-18,21.2,22.087999,21.079,21.783,525701000
2022-04-19,21.72,22.373,21.314,22.198,512781000
2022-04-20,22.517,22.67,21.2,21.482,468974000
2022-04-21,21.709,22.392,20.0,20.183,656209000
2022-04-22,20.303,20.486,19.5,19.515,624713000
2022-04-25,19.202,19.945,19.096001,19.902,641566000
2022-04-26,19.718,19.788,18.67,18.788,653143000
2022-04-27,18.598,19.167,18.29,18.415,499460000
2022-04-28,18.967,20.037001,18.49,19.782,570327000
2022-04-29,19.402,20.128,18.517,18.547,500435000
2022-05-02,18.541,19.574,18.391,19.533,572049000
2022-05-03,19.4,19.825,19.133,19.602,475751000
2022-05-04,19.923,20.4,18.751,20.334,648855000
2022-05-05,19.867,19.925,18.5,18.844,626331000
2022-05-06,18.736,19.512,17.99,18.675,633297000
2022-05-09,18.034,18.255,16.827,16.95,644455000
2022-05-10,17.689,18.198,17.025,17.595,761474000
2022-05-11,17.347,17.753,16.568,16.63,670167000
2022-05-12,16.219,16.788,15.567,16.175,708728000
2022-05-13,16.788,17.928,16.593,17.706,670437000
2022-05-16,17.509,17.788,17.106,17.264,521446000
2022-05-17,18.073999,18.371,17.634,18.177,585830000
2022-05-18,17.705,18.118,16.864,16.938,545161000
2022-05-19,16.937,17.687,16.734,17.124,621310000
2022-05-20,17.332,17.41,15.755,16.694,739105000
2022-05-23,16.274,16.915,16.179,16.898,639889000
2022-05-24,16.51,16.597,15.78,16.154,588550000
2022-05-25,16.02,17.111,16.0,16.975,781132000
2022-05-26,16.035999,18.091999,16.021999,17.851,996575000
2022-05-27,18.186,18.881,18.1,18.811,738379000
2022-05-31,18.98,19.2,18.35,18.672,664100000
2022-06-01,18.724,19.052999,18.122,18.32,544514000
2022-06-02,18.292,19.619,18.198,19.592,648656000
2022-06-03,19.082001,19.332,18.522,18.72,598779000
2022-06-06,19.139,19.337,18.564,18.786,422406000
2022-06-07,18.472,19.0,18.188,18.926,388914000
2022-06-08,18.799,19.18,18.535,18.648,363252000
2022-06-09,18.481,18.933,18.041,18.048,395574000
2022-06-10,17.6,17.697,16.869,16.974,465248000
2022-06-13,16.0,16.312,15.606,15.647,604153000
2022-06-14,15.731,16.066,15.412,15.836,469680000
2022-06-15,16.094999,16.868,15.926,16.527,563936000
2022-06-16,15.86,15.942,15.401,15.601,545749000
2022-06-17,15.648,15.995,15.328,15.88,630334000
2022-06-21,16.475,17.0079994,16.407,16.566,483089000
2022-06-22,16.226,16.662,16.18,16.36,437135000
2022-06-23,16.519,16.585,15.853,16.225,463680000
2022-06-24,16.5,17.14,16.31,17.126,472153000
2022-06-27,17.312,17.33,16.626,16.869,427968000
2022-06-28,16.9,17.202,15.945,15.982,461149000
2022-06-29,15.814,15.82,15.17,15.542,482352000
2022-06-30,15.361,15.567,14.862,15.159,686070000
2022-07-01,14.899,15.063,14.392,14.523,577610000
2022-07-05,14.175,14.971,14.055,14.964,651397000
2022-07-06,15.01,15.319,14.789,15.13,529066000
2022-07-07,15.456,15.945,15.389,15.858,492903000
2022-07-08,15.43,16.037001,15.389,15.838,467972000
2022-07-11,15.526,15.527,15.038,15.152,437321000
2022-07-12,15.268,15.431,14.877,15.082,458483000
2022-07-13,14.59,15.375,14.465,15.164,521918000
2022-07-14,15.108,15.473,14.728,15.372,456235000
2022-07-15,15.659,15.782,15.445,15.762,385935000
2022-07-18,16.302,16.897,16.0020008,16.101,670517000
2022-07-19,16.486,17.11,16.172,16.992,702366000
2022-07-20,16.947,17.933,16.801,17.807,760538000
2022-07-21,17.885,18.144,17.545,18.049999,557049000
2022-07-22,17.893,17.967,17.137,17.319,536671000
2022-07-25,17.018999,17.124,16.649,17.024,480748000
2022-07-26,16.889,16.919,16.478,16.533,397865000
2022-07-27,17.032,17.936,16.913,17.79,569776000
2022-07-28,17.975,18.14,17.44,17.984,474646000
2022-07-29,17.813,18.244,17.692,18.163,435460000
2022-08-01,18.182,18.846,17.99,18.441,476469000
2022-08-02,18.122,18.938,18.091999,18.526,489527000
2022-08-03,18.184,18.968,18.137,18.893,418146000
2022-08-04,18.849,19.274,18.76,19.215,409652000
2022-08-05,18.81,19.229,18.666,18.989,386068000
2022-08-08,17.502,18.239,17.242,17.793,981859000
2022-08-09,17.252,17.447,16.724,17.086,668263000
2022-08-10,17.698,18.118,17.317,18.097,597422000
2022-08-11,18.131,18.707,17.876,17.942,509327000
2022-08-12,18.16,18.718,17.953,18.709,478094000
2022-08-15,18.701,19.164,18.613,19.032,457666000
2022-08-16,18.92,19.142,18.501,18.879,451240000
2022-08-17,18.523,18.688,18.145,18.335,446799000
2022-08-18,18.301,18.865,18.183,18.773,415447000
2022-08-19,18.406,18.52,17.77,17.849,441588000
2022-08-22,17.49,17.558,16.966,17.034,409593000
2022-08-23,16.989,17.465,16.97,17.181,369986000
2022-08-24,17.011999,17.406,16.895,17.222,522661000
2022-08-25,16.844,17.947,16.833,17.913,770691000
2022-08-26,17.857,17.924,16.237,16.26,769127000
2022-08-29,16.02,16.338,15.767,15.801,496132000
2022-08-30,15.96,16.039,15.182,15.468,530181000
2022-08-31,15.384,15.54,14.959,15.094,573710000
2022-09-01,14.209,14.38,13.27,13.937,1178865000
2022-09-02,14.1,14.171,13.591,13.647,743157000
2022-09-06,13.731,13.779,13.351,13.465,535751000
2022-09-07,13.563,13.838,13.346,13.714,512657000
2022-09-08,13.459,14.0080004,13.369,13.99,624873000
2022-09-09,14.157,14.474,14.126,14.387,486612000
2022-09-12,14.369,14.547,14.198,14.505,484159000
2022-09-13,13.802,13.922,13.099,13.131,714956000
2022-09-14,13.254,13.29,12.913,13.128,588507000
2022-09-15,13.015,13.233,12.79,12.929,523625000
2022-09-16,12.742,13.212,12.617,13.198,670751000
2022-09-19,13.012,13.463,13.01,13.382,569685000
2022-09-20,13.215,13.483,13.057,13.176,524818000
2022-09-21,13.213,14.031,13.11,13.261,807679000
2022-09-22,13.07,13.149,12.428,12.561,759162000
2022-09-23,12.42,12.611,12.257,12.516,663309000
2022-09-26,12.491,12.659,12.214,12.228,547343000
2022-09-27,12.507,12.736,12.258,12.413,553854000
2022-09-28,12.41,12.823,12.354,12.736,542414000
2022-09-29,12.448,12.5,11.946,12.22,532763000
2022-09-30,12.087,12.633,12.075,12.139,565638000
2022-10-03,12.347,12.678,12.105,12.512,547478000
2022-10-04,12.879,13.22,12.879,13.167,584182000
2022-10-05,12.911,13.321,12.621,13.209,507131000
2022-10-06,13.22,13.656,13.103,13.13,644157000
2022-10-07,12.505,12.67,12.022,12.076,672478000
2022-10-10,12.037,12.124,11.408,11.67,698699000
2022-10-11,11.561,11.846,11.283,11.586,667482000
2022-10-12,11.579,11.735,11.345,11.5,492590000
2022-10-13,10.971,12.078,10.813,11.96,850103000
2022-10-14,12.057,12.111,11.204,11.227,713432000
2022-10-17,11.518,11.948,11.517,11.888,580774000
2022-10-18,12.344,12.492,11.618,11.967,659362000
2022-10-19,11.879,12.35,11.834,12.051,523131000
2022-10-20,12.113,12.769,12.105,12.194,652398000
2022-10-21,12.098,12.498,11.887,12.466,609494000
2022-10-24,12.508,12.71,12.064,12.599,517457000
2022-10-25,12.694,13.3,12.664,13.261,505482000
2022-10-26,12.869,13.388,12.708,12.896,532953000
2022-10-27,13.63,13.838,13.122,13.176,583113000
2022-10-28,13.104,13.85,13.061,13.834,521040000
2022-10-31,13.778,13.838,13.297,13.497,486341000
2022-11-01,13.811,13.925,13.519,13.543,432817000
2022-11-02,13.85,14.21,13.211,13.219,672628000
2022-11-03,13.043,13.781,12.956,13.421,500065000
2022-11-04,13.986,14.229,13.697,14.156,612576000
2022-11-07,14.228,14.412,13.954,14.301,410061000
2022-11-08,14.801,14.891,14.216,14.602,595292000
2022-11-09,14.162,14.211,13.759,13.776,454414000
2022-11-10,14.8,15.773,14.547,15.75,700819000
2022-11-11,15.807,16.389,15.482,16.327,655487000
2022-11-14,16.218,16.54,15.922,16.295,527852000
2022-11-15,16.722,16.998,16.382,16.666,545876000
2022-11-16,16.162,16.362,15.873,15.91,649547000
2022-11-17,15.715,16.266,15.535,15.677,710894000
2022-11-18,15.966,16.0020008,15.12,15.409,492072000
2022-11-21,15.147,15.477,15.08,15.317,404739000
2022-11-22,15.328,16.058001,15.122,16.038,472866000
2022-11-23,16.098,16.527,16.048,16.519,427241000
2022-11-25,16.318,16.487,16.172,16.27,167934000
2022-11-28,16.025999,16.357,15.725,15.827,303741000
2022-11-29,15.827,15.932,15.52,15.639,298384000
2022-11-30,15.697,16.93,15.597,16.923,565298000
2022-12-01,16.999,17.265,16.635,17.135,470977000
2022-12-02,16.659,16.933,16.445,16.876,371389000
2022-12-05,16.679,16.995,16.472,16.61,352255000
2022-12-06,16.53,16.573,15.819,15.987,352694000
2022-12-07,15.772,16.186,15.667,16.12,372388000
